
"((-98.283094, 29.4036304), (-98.2837724, 29.4037924))",service,road
"((-98.2837724, 29.4037924), (-98.2847958, 29.4040311))",service,road
"((-98.2847958, 29.4040311), (-98.2854973, 29.4042048))",service,road
"((-98.0336136, 30.2491819), (-98.0335216, 30.2491968))",service,road
"((-98.0335216, 30.2491968), (-98.0334492, 30.2491809))",service,road
"((-98.0334492, 30.2491809), (-98.0334009, 30.2490955))",service,road
"((-98.0334009, 30.2490955), (-98.0331013, 30.249025))",service,road
"((-101.0647127, 25.4539095), (-101.0646996, 25.4540329))",motorway,road
"((-101.0646996, 25.4540329), (-101.0646754, 25.4542848))",motorway,road
"((-101.0646754, 25.4542848), (-101.06465, 25.4546372))",motorway,road
"((-101.06465, 25.4546372), (-101.0646245, 25.454969))",motorway,road
"((-101.0646245, 25.454969), (-101.0645628, 25.4552548))",motorway,road
"((-106.7317705, 32.0886492), (-106.7316732, 32.0885998))",service,road
"((-106.7316732, 32.0885998), (-106.7316288, 32.0885772))",service,road
"((-106.7316288, 32.0885772), (-106.7315475, 32.0885223))",service,road
"((-106.7315475, 32.0885223), (-106.7315293, 32.0884968))",service,road
"((-106.7315293, 32.0884968), (-106.7315229, 32.0884627))",service,road
"((-97.5834285, 25.8579687), (-97.5834524, 25.8575643))",tertiary,road
"((-98.5568002, 29.3844553), (-98.5571337, 29.3843889))",secondary,road
"((-98.5571337, 29.3843889), (-98.5572539, 29.3843399))",secondary,road
"((-98.5572539, 29.3843399), (-98.557344, 29.3843123))",secondary,road
"((-98.557344, 29.3843123), (-98.5574305, 29.3842984))",secondary,road
"((-98.5574305, 29.3842984), (-98.557523, 29.3842971))",secondary,road
"((-103.4268256, 32.810061), (-103.4267199, 32.8100166))",service,road
"((-103.4267199, 32.8100166), (-103.4266424, 32.8100028))",service,road
"((-103.4266424, 32.8100028), (-103.4258791, 32.8100126))",service,road
"((-103.4258791, 32.8100126), (-103.4255213, 32.8100079))",service,road
"((-103.4255213, 32.8100079), (-103.4254198, 32.8099978))",service,road
"((-121.7624857, 42.2249866), (-121.7620807, 42.2248122))",service,road
"((-103.9485708, 32.8544199), (-103.9486401, 32.8545923))",service,road
"((-103.9486401, 32.8545923), (-103.9487525, 32.8546573))",service,road
"((-103.9487525, 32.8546573), (-103.9488973, 32.8546495))",service,road
"((-103.9488973, 32.8546495), (-103.9490544, 32.8546055))",service,road
"((-103.9490544, 32.8546055), (-103.9491808, 32.8545486))",service,road
"((-106.7733215, 28.4859307), (-106.7730318, 28.4863479))",unclassified,road
"((-106.7730318, 28.4863479), (-106.7728293, 28.4866703))",unclassified,road
"((-106.7728293, 28.4866703), (-106.7726979, 28.4869231))",unclassified,road
"((-106.7726979, 28.4869231), (-106.7726241, 28.4870428))",unclassified,road
"((-106.7726241, 28.4870428), (-106.772488, 28.487239))",unclassified,road
"((-117.4827845, 44.9777423), (-117.4829128, 44.9776528))",tertiary,road
"((-117.4829128, 44.9776528), (-117.4831501, 44.9775116))",tertiary,road
"((-117.4831501, 44.9775116), (-117.4836731, 44.9772156))",tertiary,road
"((-117.4836731, 44.9772156), (-117.4844898, 44.9764619))",tertiary,road
"((-117.4844898, 44.9764619), (-117.4848962, 44.9759785))",tertiary,road
"((-116.4673923, 34.1124817), (-116.4674138, 34.112559))",service,road
"((-116.4674138, 34.112559), (-116.4674509, 34.1125987))",service,road
"((-116.4674509, 34.1125987), (-116.4675119, 34.1126456))",service,road
"((-116.4675119, 34.1126456), (-116.4675446, 34.1126943))",service,road
"((-116.4675446, 34.1126943), (-116.467538, 34.1127502))",service,road
"((-95.7196073, 29.5117601), (-95.7194763, 29.5120169))",service,road
"((-95.7194763, 29.5120169), (-95.7193774, 29.5120197))",service,road
"((-95.7193774, 29.5120197), (-95.7190744, 29.5119142))",service,road
"((-95.7190744, 29.5119142), (-95.7188442, 29.5118304))",service,road
"((-112.0867981, 33.3704409), (-112.0868022, 33.3705672))",service,road
"((-112.0868022, 33.3705672), (-112.0868059, 33.3706246))",service,road
"((-112.0868059, 33.3706246), (-112.0868659, 33.3707563))",service,road
"((-112.0868659, 33.3707563), (-112.08687, 33.3708736))",service,road
"((-112.08687, 33.3708736), (-112.086844, 33.3710534))",service,road
"((-117.0842426, 43.9676774), (-117.0844598, 43.9675114))",service,road
"((-117.0844598, 43.9675114), (-117.0845617, 43.9674698))",service,road
"((-117.0845617, 43.9674698), (-117.0847093, 43.9674341))",service,road
"((-117.0755843, 43.8562896), (-117.0774338, 43.8563076))",service,road
"((-117.0774338, 43.8563076), (-117.0779501, 43.856296))",service,road
"((-117.0779501, 43.856296), (-117.0782183, 43.856296))",service,road
"((-117.0782183, 43.856296), (-117.0784275, 43.856296))",service,road
"((-117.0784275, 43.856296), (-117.0787011, 43.856296))",service,road
"((-97.385685, 29.338447), (-97.3858147, 29.3389899))",service,road
"((-115.3664295, 35.7141699), (-115.365818, 35.71408))",unclassified,road
"((-115.365818, 35.71408), (-115.3652326, 35.7139481))",unclassified,road
"((-115.3652326, 35.7139481), (-115.3647766, 35.7138587))",unclassified,road
"((-98.4325121, 29.377495), (-98.4323547, 29.3774343))",secondary,road
geometry,class,subtype
"((-96.379564, 33.1974068), (-96.379564, 33.1976026))",service,road
"((-96.379564, 33.1976026), (-96.3795609, 33.1976699))",service,road
"((-96.3795609, 33.1976699), (-96.3795423, 33.1977126))",service,road
"((-96.3795423, 33.1977126), (-96.3795068, 33.1977333))",service,road
"((-96.3795068, 33.1977333), (-96.3794619, 33.1977489))",service,road
"((-110.7837313, 43.4755144), (-110.7837457, 43.4756075))",service,road
"((-110.7837457, 43.4756075), (-110.7838203, 43.4756862))",service,road
"((-110.7838203, 43.4756862), (-110.7840372, 43.475696))",service,road
"((-108.0527642, 38.7512275), (-108.0506844, 38.7512807))",service,road
"((-104.9599081, 40.4376264), (-104.9598584, 40.4378351))",service,road
"((-104.9598584, 40.4378351), (-104.9598519, 40.4378722))",service,road
"((-104.9598519, 40.4378722), (-104.9598519, 40.4378886))",service,road
"((-104.9598519, 40.4378886), (-104.9598589, 40.4379121))",service,road
"((-104.9598589, 40.4379121), (-104.9598668, 40.4379291))",service,road
"((-91.821236, 32.515883), (-91.821403, 32.516222))",service,road
"((-91.821403, 32.516222), (-91.821492, 32.516422))",service,road
"((-91.821492, 32.516422), (-91.821528, 32.51655))",service,road
"((-91.821528, 32.51655), (-91.821533, 32.516731))",service,road
"((-95.958075, 33.1788542), (-95.9584504, 33.1788632))",secondary,road
"((-95.9584504, 33.1788632), (-95.958785, 33.1788712))",secondary,road
"((-95.958785, 33.1788712), (-95.9593643, 33.1788994))",secondary,road
"((-95.9593643, 33.1788994), (-95.959913, 33.1789262))",secondary,road
"((-112.0057681, 40.7774816), (-112.0054947, 40.7774825))",service,road
"((-112.0054947, 40.7774825), (-112.0053272, 40.7774831))",service,road
"((-112.0053272, 40.7774831), (-112.0043309, 40.7774866))",service,road
"((-112.0043309, 40.7774866), (-112.0041195, 40.7774873))",service,road
"((-112.0041195, 40.7774873), (-112.0037783, 40.7774885))",service,road
"((-95.2325756, 29.452493), (-95.2325649, 29.4521637))",service,road
"((-104.8770286, 39.6229928), (-104.877029, 39.6229587))",service,road
"((-104.877029, 39.6229587), (-104.8770293, 39.6229364))",service,road
"((-104.8770293, 39.6229364), (-104.8770359, 39.6223846))",service,road
"((-104.8770359, 39.6223846), (-104.8768442, 39.622384))",service,road
"((-104.8768442, 39.622384), (-104.8766391, 39.6223834))",service,road
"((-91.2532287, 30.4611802), (-91.2531812, 30.4606613))",service,road
"((-105.0751546, 39.8892048), (-105.0746407, 39.8888637))",service,road
"((-105.0746407, 39.8888637), (-105.0746242, 39.8888528))",service,road
"((-105.0746242, 39.8888528), (-105.0742332, 39.8885929))",service,road
"((-105.0742332, 39.8885929), (-105.0740199, 39.8882889))",service,road
"((-105.0740199, 39.8882889), (-105.0735998, 39.8879972))",service,road
"((-92.712905, 32.2524159), (-92.7120747, 32.2524233))",secondary,road
"((-92.7120747, 32.2524233), (-92.7118995, 32.2524259))",secondary,road
"((-92.7118995, 32.2524259), (-92.711242, 32.252446))",secondary,road
"((-111.8121229, 40.6890376), (-111.811244, 40.6889561))",tertiary,road
"((-111.811244, 40.6889561), (-111.811125, 40.6889451))",tertiary,road
"((-104.3776274, 40.1718599), (-104.3777652, 40.1717843))",motorway,road
"((-104.3777652, 40.1717843), (-104.3778594, 40.1717413))",motorway,road
"((-104.3778594, 40.1717413), (-104.3779472, 40.1716805))",motorway,road
"((-104.3779472, 40.1716805), (-104.3796205, 40.1700991))",motorway,road
"((-104.3796205, 40.1700991), (-104.3800239, 40.1698565))",motorway,road
"((-91.2037881, 29.6930084), (-91.2043536, 29.6940534))",tertiary,road
"((-97.2255305, 32.7864734), (-97.2255331, 32.7864447))",service,road
"((-96.6058032, 33.660891), (-96.6058295, 33.6614093))",tertiary,road
"((-96.6058295, 33.6614093), (-96.6058339, 33.6615071))",tertiary,road
"((-96.6058339, 33.6615071), (-96.6058426, 33.6616692))",tertiary,road
"((-96.6058426, 33.6616692), (-96.6058547, 33.661924))",tertiary,road
"((-111.9015804, 40.9821317), (-111.9015838, 40.982311))",service,road
"((-111.9015838, 40.982311), (-111.9027733, 40.9823059))",service,road
"((-95.4855635, 33.6536856), (-95.4855369, 33.6535475))",service,road
"((-95.4855369, 33.6535475), (-95.4855547, 33.653397))",service,road
"((-95.4855547, 33.653397), (-95.4856465, 33.6532318))",service,road
"((-95.4856465, 33.6532318), (-95.4857265, 33.6530715))",service,road
"((-95.4857265, 33.6530715), (-95.4857502, 33.652958))",service,road
"((-96.8858436, 32.8617726), (-96.8852526, 32.8617726))",service,road
"((-96.8852526, 32.8617726), (-96.8852513, 32.8615897))",service,road
"((-93.8011877, 32.4161669), (-93.8011875, 32.4160405))",service,road
"((-93.8011875, 32.4160405), (-93.8011872, 32.4158598))",service,road
"((-93.8011872, 32.4158598), (-93.8011869, 32.4156834))",service,road
"((-93.8011869, 32.4156834), (-93.8011868, 32.4156439))",service,road
"((-93.8011868, 32.4156439), (-93.8009768, 32.4154934))",service,road
"((-103.368252, 39.724597), (-103.368247, 39.724728))",unclassified,road
"((-103.368247, 39.724728), (-103.368248, 39.733278))",unclassified,road
"((-103.368248, 39.733278), (-103.36823, 39.736444))",unclassified,road
"((-103.36823, 39.736444), (-103.368213, 39.738491))",unclassified,road
"((-103.368213, 39.738491), (-103.368227, 39.739162))",unclassified,road
"((-97.0144643, 32.7392558), (-97.0146, 32.7392427))",service,road
"((-97.0146, 32.7392427), (-97.0148943, 32.7392312))",service,road
"((-97.0148943, 32.7392312), (-97.0149679, 32.739197))",service,road
"((-97.0149679, 32.739197), (-97.0150478, 32.7391598))",service,road
"((-97.0150478, 32.7391598), (-97.0152133, 32.7390987))",service,road
"((-95.3240827, 29.697184), (-95.3223161, 29.6983005))",secondary,road
"((-95.3223161, 29.6983005), (-95.3217273, 29.6986855))",secondary,road
"((-95.4809471, 29.8986488), (-95.4809359, 29.8981525))",service,road
"((-111.9125461, 40.62087), (-111.9121928, 40.6208465))",primary,road
"((-111.9121928, 40.6208465), (-111.9117699, 40.6208406))",primary,road
"((-111.9117699, 40.6208406), (-111.9114069, 40.6208386))",primary,road
"((-111.9114069, 40.6208386), (-111.910479, 40.6208393))",primary,road
"((-111.910479, 40.6208393), (-111.9102244, 40.6208348))",primary,road
"((-94.0101333, 33.4433602), (-94.0099239, 33.4433568))",,rail
"((-106.5738206, 35.1757912), (-106.5744477, 35.1757908))",tertiary,road
"((-106.5744477, 35.1757908), (-106.5750747, 35.1757908))",tertiary,road
"((-106.5750747, 35.1757908), (-106.5766417, 35.1757893))",tertiary,road
"((-106.5766417, 35.1757893), (-106.5774434, 35.1757888))",tertiary,road
"((-106.5774434, 35.1757888), (-106.5775465, 35.1757887))",tertiary,road
"((-105.1648688, 39.9516181), (-105.1646573, 39.9516469))",tertiary,road
"((-105.1646573, 39.9516469), (-105.16444, 39.9516705))",tertiary,road
"((-105.16444, 39.9516705), (-105.1640431, 39.9516701))",tertiary,road
"((-105.1640431, 39.9516701), (-105.1638365, 39.9516655))",tertiary,road
"((-105.1638365, 39.9516655), (-105.1636984, 39.9516403))",tertiary,road
"((-97.006427, 33.000838), (-97.006598, 33.000874))",secondary,road
"((-95.6287546, 29.9385522), (-95.6289134, 29.9385514))",tertiary,road
"((-100.4555333, 31.4324136), (-100.4552585, 31.4321632))",service,road
"((-100.4552585, 31.4321632), (-100.4550298, 31.4319548))",service,road
"((-94.3966203, 33.4231818), (-94.3979658, 33.4279163))",unclassified,road
"((-108.3040304, 34.9471073), (-108.3040822, 34.9469801))",service,road
"((-108.3040822, 34.9469801), (-108.3041166, 34.946839))",service,road
"((-108.3041166, 34.946839), (-108.3041372, 34.9466979))",service,road
"((-108.3041372, 34.9466979), (-108.3041682, 34.9465117))",service,road
"((-108.3041682, 34.9465117), (-108.3042164, 34.9463424))",service,road
"((-95.5672868, 30.2219206), (-95.5672852, 30.2216982))",service,road
"((-95.5672852, 30.2216982), (-95.5672842, 30.2215558))",service,road
"((-95.5672842, 30.2215558), (-95.5672837, 30.2214904))",service,road
"((-95.5672837, 30.2214904), (-95.5672818, 30.2212214))",service,road
"((-105.144004, 39.8017467), (-105.1445555, 39.8017401))",tertiary,road
"((-105.1445555, 39.8017401), (-105.1450884, 39.8017337))",tertiary,road
"((-105.1450884, 39.8017337), (-105.1454857, 39.8017313))",tertiary,road
"((-105.1454857, 39.8017313), (-105.145856, 39.801729))",tertiary,road
"((-105.145856, 39.801729), (-105.1461538, 39.8017271))",tertiary,road
"((-104.6553198, 39.5465767), (-104.6552709, 39.5464161))",service,road
"((-104.6552709, 39.5464161), (-104.655177, 39.5462423))",service,road
"((-104.655177, 39.5462423), (-104.6548444, 39.5458121))",service,road
"((-104.6548444, 39.5458121), (-104.6546915, 39.5456446))",service,road
"((-104.6546915, 39.5456446), (-104.6545923, 39.5456156))",service,road
"((-106.760239, 39.675556), (-106.760407, 39.675656))",unclassified,road
"((-106.760407, 39.675656), (-106.760845, 39.675877))",unclassified,road
"((-106.760845, 39.675877), (-106.761188, 39.676065))",unclassified,road
"((-106.761188, 39.676065), (-106.76162, 39.67629))",unclassified,road
"((-106.76162, 39.67629), (-106.761806, 39.676396))",unclassified,road
"((-105.4114891, 39.7666273), (-105.4115336, 39.7669802))",service,road
"((-105.4115336, 39.7669802), (-105.4115357, 39.7670066))",service,road
"((-105.4115357, 39.7670066), (-105.4115329, 39.7670329))",service,road
"((-105.4115329, 39.7670329), (-105.4115253, 39.7670587))",service,road
"((-105.4115253, 39.7670587), (-105.4115131, 39.7670834))",service,road
"((-105.5857063, 41.3286205), (-105.5857238, 41.3283294))",service,road
"((-105.5857238, 41.3283294), (-105.5853684, 41.328278))",service,road
"((-105.5853684, 41.328278), (-105.5853725, 41.3286189))",service,road
"((-95.5491388, 30.207784), (-95.5492642, 30.2078349))",tertiary,road
"((-104.9594678, 39.6554655), (-104.9595145, 39.6552758))",primary,road
"((-104.9595145, 39.6552758), (-104.9595271, 39.6551902))",primary,road
"((-104.9595271, 39.6551902), (-104.9595434, 39.6550787))",primary,road
"((-104.9595434, 39.6550787), (-104.9595662, 39.6547445))",primary,road
"((-103.182012, 40.1674842), (-103.1822635, 40.1674877))",service,road
"((-103.1822635, 40.1674877), (-103.182331, 40.1675036))",service,road
"((-103.182331, 40.1675036), (-103.1823543, 40.1675314))",service,road
"((-103.1823543, 40.1675314), (-103.1823567, 40.1675937))",service,road
"((-93.2494003, 30.1834647), (-93.2500641, 30.1834748))",tertiary,road
"((-93.2500641, 30.1834748), (-93.2504228, 30.1834802))",tertiary,road
"((-93.2504228, 30.1834802), (-93.2510154, 30.1834892))",tertiary,road
"((-92.4365298, 31.2591115), (-92.4365751, 31.2592385))",,rail
"((-92.4365751, 31.2592385), (-92.4366165, 31.2593458))",,rail
"((-92.4366165, 31.2593458), (-92.436654, 31.2594811))",,rail
"((-92.436654, 31.2594811), (-92.4366844, 31.2596254))",,rail
"((-92.4366844, 31.2596254), (-92.4377796, 31.2646192))",,rail
"((-95.553053, 29.666232), (-95.553165, 29.666392))",service,road
"((-112.027707, 41.4918266), (-112.0276123, 41.4918108))",unclassified,road
"((-112.0276123, 41.4918108), (-112.0274552, 41.491804))",unclassified,road
"((-112.0274552, 41.491804), (-112.0264466, 41.4917707))",unclassified,road
"((-112.0264466, 41.4917707), (-112.0262093, 41.4917609))",unclassified,road
"((-112.0262093, 41.4917609), (-112.0261053, 41.4917577))",unclassified,road
"((-105.4550699, 40.7459391), (-105.4549769, 40.745925))",service,road
"((-105.4549769, 40.745925), (-105.4548857, 40.7459046))",service,road
"((-105.4548857, 40.7459046), (-105.4548434, 40.7458838))",service,road
"((-105.4548434, 40.7458838), (-105.4548173, 40.7458503))",service,road
"((-105.4548173, 40.7458503), (-105.4548085, 40.7458132))",service,road
"((-96.3019564, 32.5805933), (-96.3015807, 32.5805245))",service,road
"((-96.3015807, 32.5805245), (-96.3010887, 32.5803815))",service,road
"((-96.3010887, 32.5803815), (-96.3009672, 32.5803652))",service,road
"((-96.3009672, 32.5803652), (-96.3006913, 32.5803652))",service,road
"((-96.3006913, 32.5803652), (-96.3006874, 32.5812642))",service,road
"((-101.7473637, 38.4784354), (-101.747336, 38.478256))",service,road
"((-101.747336, 38.478256), (-101.747326, 38.478001))",service,road
"((-101.747326, 38.478001), (-101.747364, 38.477877))",service,road
"((-101.747364, 38.477877), (-101.747464, 38.477788))",service,road
"((-101.747464, 38.477788), (-101.747548, 38.47773))",service,road
