geometry,class,subtype
"((113.4777276, 23.1120855), (113.4776452, 23.1122032))",secondary,road
"((114.6665892, 30.9766053), (114.6665798, 30.9765777))",unclassified,road
"((115.8026648, 33.2337032), (115.8031963, 33.2341047))",secondary,road
"((120.9619696, 29.1588948), (120.9618971, 29.1585813))",service,road
"((98.2276862, 39.795961), (98.2307066, 39.7957839))",primary,road
"((113.9664762, 33.7186153), (113.9670795, 33.7186728))",unclassified,road
"((109.3330671, 37.9908808), (109.3334192, 37.9914296))",unclassified,road
"((130.2689318, 32.4243869), (130.2689084, 32.4244633))",unclassified,road
"((111.1243271, 29.4301602), (111.1249855, 29.4281983))",secondary,road
"((112.0996775, 32.0674797), (112.0997752, 32.0674445))",tertiary,road
"((130.2838093, 31.8283306), (130.28523, 31.8279515))",unclassified,road
"((114.2660134, 30.6139235), (114.2663789, 30.6152767))",primary,road
"((110.4391608, 41.6477925), (110.43911, 41.6478958))",secondary,road
"((105.266778, 35.4300027), (105.2672893, 35.4302795))",unclassified,road
"((113.4186297, 23.1038201), (113.4184919, 23.1038117))",primary,road
"((121.6098145, 23.9871943), (121.6098212, 23.9870426))",tertiary,road
"((117.9807966, 31.68069), (117.979466, 31.6837236))",secondary,road
"((120.5006196, 23.7104155), (120.5015203, 23.7106854))",service,road
"((110.9473467, 30.8537505), (110.9471515, 30.854275))",primary,road
"((120.6020035, 27.7275749), (120.6020829, 27.7275767))",tertiary,road
"((120.4583954, 22.5440242), (120.4580697, 22.5435393))",service,road
"((131.5273373, 32.2021078), (131.5283768, 32.2013887))",tertiary,road
"((120.9395948, 23.8980481), (120.9392392, 23.8972547))",service,road
"((113.2794817, 28.1333733), (113.2797821, 28.1333165))",secondary,road
"((121.4871847, 31.2859007), (121.4869629, 31.2859067))",service,road
"((107.9041544, 40.0422481), (107.9015792, 40.0438763))",tertiary,road
"((100.4497113, 38.9329968), (100.4508529, 38.9331254))",tertiary,road
"((113.0795475, 28.2204613), (113.0796933, 28.2215043))",primary,road
"((115.366988, 28.4488232), (115.3669438, 28.4488937))",secondary,road
"((114.8989302, 30.4052161), (114.8993432, 30.4054197))",service,road
"((111.1099613, 35.2174912), (111.1101115, 35.2176764))",tertiary,road
"((108.2091171, 34.1564004), (108.2119342, 34.1562797))",primary,road
"((114.2403864, 33.5297362), (114.2426264, 33.529834))",unclassified,road
"((113.124665, 28.0998734), (113.1242533, 28.1004974))",service,road
"((120.0962812, 30.4213344), (120.0963397, 30.4211057))",secondary,road
"((121.2687486, 28.5578718), (121.2692016, 28.5560564))",primary,road
"((115.099555, 33.3878735), (115.1008967, 33.3905798))",secondary,road
"((112.5628508, 23.1524542), (112.5607513, 23.1528581))",primary,road
"((128.2429815, 26.6795809), (128.2428568, 26.6797199))",unclassified,road
"((120.4930623, 31.2596109), (120.4950684, 31.2591393))",secondary,road
"((130.5289114, 31.648422), (130.5289643, 31.6480773))",unclassified,road
"((118.3009175, 32.2141122), (118.3009526, 32.214189))",tertiary,road
"((119.9983361, 30.2689266), (119.9965646, 30.2686715))",secondary,road
"((131.396884, 31.901247), (131.396447, 31.901281))",unclassified,road
"((101.8096571, 36.6259128), (101.8107696, 36.6249176))",secondary,road
"((107.2225589, 30.7438587), (107.2195458, 30.7422968))",secondary,road
"((112.2424813, 28.678561), (112.242332, 28.6784263))",motorway,road
"((121.3462997, 32.2237237), (121.346086, 32.223702))",tertiary,road
"((114.064062, 33.5351339), (114.0602977, 33.5352118))",secondary,road
"((129.9979205, 32.8594344), (129.998103, 32.859311))",unclassified,road
"((112.1908392, 28.6069087), (112.190674, 28.6075977))",tertiary,road
"((117.5091296, 32.87643), (117.5091319, 32.8764917))",primary,road
"((112.9238623, 24.2162385), (112.9247742, 24.2167281))",unclassified,road
"((113.4041841, 22.5053486), (113.4046257, 22.5054158))",tertiary,road
"((124.2430071, 24.3796789), (124.242966, 24.37986))",unclassified,road
"((121.474004, 25.0805126), (121.4745674, 25.0807412))",service,road
"((118.2895899, 32.1155762), (118.2899129, 32.1156802))",tertiary,road
"((121.3993171, 28.34262), (121.3991802, 28.3428356))",primary,road
"((112.9915999, 28.1481667), (112.9906616, 28.1480416))",tertiary,road
"((112.9755491, 28.1986183), (112.9755431, 28.1985011))",secondary,road
"((120.9082704, 23.8809595), (120.9081674, 23.8809249))",service,road
"((119.7913684, 33.4422643), (119.7904482, 33.4397912))",unclassified,road
"((120.7050838, 24.111472), (120.7051679, 24.1102256))",service,road
"((107.0123798, 33.0999178), (107.0114565, 33.1020684))",primary,road
"((106.6911058, 35.538935), (106.6907701, 35.5384885))",service,road
"((107.6681164, 35.674814), (107.6681745, 35.6746745))",tertiary,road
"((112.5613425, 23.205291), (112.5608942, 23.2050208))",unclassified,road
"((115.0202576, 25.8639048), (115.0206372, 25.8641196))",secondary,road
"((113.6513114, 26.6130305), (113.6512615, 26.6131034))",tertiary,road
"((115.6972799, 24.3421997), (115.696254, 24.3449521))",tertiary,road
"((121.4440513, 31.3148571), (121.4440315, 31.3152599))",primary,road
"((130.7365767, 31.7495304), (130.7365808, 31.7493748))",unclassified,road
"((113.9939444, 30.9340716), (113.9939361, 30.9339126))",tertiary,road
"((121.4672709, 25.0979256), (121.4670864, 25.0979402))",,rail
"((121.8681225, 31.3514225), (121.8692534, 31.349998))",tertiary,road
"((120.0254106, 31.7111964), (120.0270777, 31.7112974))",service,road
"((109.7584583, 38.0109503), (109.7606951, 38.0098376))",primary,road
"((116.7593718, 23.3447935), (116.759152, 23.3447002))",secondary,road
"((118.8607202, 31.9882559), (118.8592986, 31.9870741))",secondary,road
"((121.9083363, 30.0554488), (121.9091599, 30.0561201))",motorway,road
"((113.6103617, 22.890564), (113.6100725, 22.8910234))",secondary,road
"((119.722743, 31.4891102), (119.7227625, 31.4889496))",primary,road
"((114.2519974, 30.8552442), (114.2512249, 30.8548942))",tertiary,road
"((107.2649335, 29.7495826), (107.26514, 29.7496407))",service,road
"((112.9042438, 28.1342263), (112.9041946, 28.1342331))",primary,road
"((114.5681991, 30.6551889), (114.5682547, 30.6551825))",service,road
"((120.075818, 31.769427), (120.0757126, 31.7694092))",primary,road
"((116.9682411, 32.6346686), (116.9683777, 32.6346727))",secondary,road
"((113.0721702, 29.3462619), (113.0720149, 29.3462954))",unclassified,road
"((120.5429479, 30.2269216), (120.5430015, 30.2270678))",tertiary,road
"((130.4614108, 33.529661), (130.4619758, 33.5301631))",tertiary,road
"((113.9186054, 35.0470546), (113.9186085, 35.04592))",unclassified,road
"((132.4365546, 33.4476073), (132.4362019, 33.4481087))",primary,road
"((114.4710832, 38.0347149), (114.4710748, 38.0345397))",secondary,road
"((121.3146508, 37.5576799), (121.3146532, 37.5571322))",secondary,road
"((130.612355, 33.414945), (130.612376, 33.414922))",unclassified,road
"((114.3733289, 36.1954128), (114.3724943, 36.1955539))",motorway,road
"((113.6717459, 34.7614351), (113.6735326, 34.7613766))",tertiary,road
"((127.4206804, 36.6316286), (127.4212925, 36.6317041))",service,road
"((119.0158367, 34.889427), (119.0164509, 34.8907712))",unclassified,road
"((127.3090099, 37.3116122), (127.3088312, 37.3114847))",service,road
"((131.252083, 32.992618), (131.25223, 32.992257))",secondary,road
"((117.7065214, 34.5762824), (117.7065138, 34.5761889))",secondary,road
"((130.6411125, 33.4233896), (130.6412547, 33.4236282))",tertiary,road
"((129.0955943, 35.1716641), (129.0956177, 35.1714174))",service,road
"((120.0325105, 35.8639182), (120.0328291, 35.8619243))",tertiary,road
"((130.4077352, 33.5759076), (130.4086643, 33.5764349))",unclassified,road
"((120.3311705, 37.6044503), (120.3282964, 37.6044426))",tertiary,road
"((113.730285, 35.9549124), (113.7311956, 35.9547659))",unclassified,road
"((120.5585897, 37.0171305), (120.5580479, 37.0170834))",tertiary,road
"((130.8908143, 33.8621471), (130.8908224, 33.8622014))",unclassified,road
"((121.7341582, 39.1570115), (121.7336899, 39.1577037))",,rail
"((127.4406814, 36.6242564), (127.4399426, 36.6240219))",service,road
"((126.6359213, 37.7649874), (126.6359891, 37.7649571))",service,road
"((133.5492752, 33.7463798), (133.5494449, 33.7463626))",unclassified,road
"((118.1016653, 39.7285789), (118.101236, 39.7284487))",primary,road
"((114.229885, 34.7978501), (114.2298853, 34.7977119))",secondary,road
"((113.235392, 34.974707), (113.2361252, 34.9738239))",unclassified,road
"((116.424047, 35.4000164), (116.4239564, 35.3982897))",secondary,road
"((131.5032764, 33.2630861), (131.5034798, 33.2632606))",primary,road
"((130.9782034, 33.6554769), (130.9795393, 33.6550158))",unclassified,road
"((117.0894364, 40.1430312), (117.089562, 40.1427337))",primary,road
"((126.4650898, 36.7699924), (126.465118, 36.7699739))",service,road
"((127.0668678, 37.612888), (127.0668945, 37.6128392))",,rail
"((113.6830594, 34.7686979), (113.6830527, 34.7680646))",service,road
"((118.3280047, 35.2109951), (118.328028, 35.2110641))",unclassified,road
"((114.870777, 38.5466603), (114.8723024, 38.5464594))",unclassified,road
"((127.2481967, 36.4859044), (127.2484374, 36.485936))",service,road
"((114.0155385, 35.1214075), (114.0181571, 35.1215628))",unclassified,road
"((115.0974981, 38.4321093), (115.0972497, 38.4309538))",unclassified,road
"((127.6699429, 37.9663088), (127.6696148, 37.966557))",service,road
"((126.8858309, 34.7788472), (126.8859982, 34.778919))",primary,road
"((130.6576455, 33.4273324), (130.6577621, 33.427151))",unclassified,road
"((114.9861728, 35.6946645), (114.9862221, 35.6944203))",unclassified,road
"((113.95722, 35.0500135), (113.9569021, 35.0492391))",unclassified,road
"((115.6168865, 41.6598358), (115.6171061, 41.6595746))",unclassified,road
"((119.3286568, 36.9077198), (119.3294416, 36.9077138))",service,road
"((130.4678124, 33.1603349), (130.4680259, 33.1602913))",service,road
"((116.8109816, 38.029974), (116.8114567, 38.0299377))",unclassified,road
"((128.39699, 35.98788), (128.3978288, 35.9876867))",secondary,road
"((117.7234872, 36.2319459), (117.7236505, 36.2319142))",unclassified,road
"((115.2127901, 41.4573643), (115.2133246, 41.4576123))",tertiary,road
"((131.6204018, 32.4291599), (131.6202228, 32.4290109))",unclassified,road
"((113.2013171, 40.0402583), (113.2033326, 40.0405283))",tertiary,road
"((132.462902, 33.3951433), (132.4629334, 33.3954201))",tertiary,road
"((121.6678709, 36.8724637), (121.6676456, 36.873987))",tertiary,road
"((120.1018031, 37.1576732), (120.1004141, 37.159541))",secondary,road
"((113.2282358, 40.3992737), (113.228665, 40.3983157))",unclassified,road
"((117.1185494, 34.7850009), (117.1186484, 34.7849978))",unclassified,road
"((128.1627973, 37.4242486), (128.1646515, 37.4236555))",unclassified,road
"((117.6437335, 39.3362606), (117.6438646, 39.335829))",tertiary,road
"((126.7439899, 36.9569096), (126.7440363, 36.9563839))",unclassified,road
"((116.681935, 38.150005), (116.6824302, 38.1500467))",unclassified,road
"((131.6267964, 32.4125973), (131.6267249, 32.4122947))",secondary,road
"((125.9348504, 38.5790062), (125.9348149, 38.5788584))",tertiary,road
"((116.3819283, 35.9940837), (116.3816184, 35.9918791))",unclassified,road
"((117.2171396, 34.3117576), (117.2168128, 34.3122074))",service,road
"((126.9624486, 37.2597928), (126.9623204, 37.2585224))",tertiary,road
"((116.6308368, 39.9166542), (116.6309949, 39.9167583))",tertiary,road
"((115.7251927, 37.4775636), (115.7251238, 37.4769323))",unclassified,road
"((116.6168719, 38.1591333), (116.6183643, 38.1587237))",unclassified,road
"((126.8885093, 37.6795214), (126.8887802, 37.6795917))",primary,road
"((130.3816924, 33.5779334), (130.3815749, 33.5779428))",tertiary,road
"((117.272163, 39.1116654), (117.2721231, 39.111663))",tertiary,road
"((114.16408, 34.7241722), (114.1656816, 34.724114))",tertiary,road
"((114.4042363, 40.6575582), (114.4041932, 40.6573478))",unclassified,road
"((116.6132108, 37.2873231), (116.6135004, 37.287242))",unclassified,road
"((132.700697, 33.668521), (132.7011081, 33.6682515))",secondary,road
"((117.6163807, 37.0912261), (117.615729, 37.091331))",unclassified,road
"((115.8506691, 37.3250425), (115.8505608, 37.3241584))",unclassified,road
"((118.6360114, 36.3853099), (118.6359984, 36.385731))",motorway,road
"((126.7708355, 37.4840497), (126.7719614, 37.4839999))",primary,road
"((127.4569694, 37.257349), (127.4570161, 37.2573118))",service,road
"((126.960793, 37.5367426), (126.9606385, 37.5370171))",secondary,road
"((130.9288677, 32.8433202), (130.9288075, 32.8435139))",unclassified,road
"((114.8678514, 38.5838827), (114.8685697, 38.583839))",unclassified,road
"((127.4230087, 36.6069881), (127.422965, 36.6069824))",service,road
"((120.1428809, 36.4604575), (120.1426419, 36.460379))",secondary,road
"((123.5152531, 42.789181), (123.5157111, 42.7894105))",tertiary,road
"((114.3346437, 35.7722903), (114.3346873, 35.772305))",unclassified,road
"((131.32091, 32.4847), (131.321048, 32.484807))",unclassified,road
"((112.8553858, 34.9594335), (112.85551, 34.9594412))",unclassified,road
"((115.6537722, 37.1461815), (115.6537655, 37.1460115))",unclassified,road
"((115.4410072, 38.6208978), (115.440056, 38.6210897))",unclassified,road
"((116.2416403, 38.812616), (116.242151, 38.8126935))",unclassified,road
"((127.1268246, 37.4708964), (127.1266178, 37.4708697))",secondary,road
"((114.7498331, 40.9651991), (114.7493828, 40.9649212))",motorway,road
"((130.2633954, 33.2385095), (130.2622035, 33.2384359))",tertiary,road
"((122.5740104, 40.8564086), (122.5744323, 40.8564634))",tertiary,road
"((127.9063911, 34.8455826), (127.906286, 34.8455347))",service,road
"((115.8440842, 39.6022159), (115.8440928, 39.6021189))",service,road
"((131.4890992, 34.0546309), (131.4889407, 34.0549121))",unclassified,road
"((126.5609363, 34.9292502), (126.5607324, 34.9292106))",service,road
"((130.7948241, 33.8653216), (130.7947887, 33.8653629))",tertiary,road
"((116.2579075, 40.1274722), (116.2579005, 40.1275592))",unclassified,road
"((130.7113035, 33.7108003), (130.7110402, 33.7108604))",unclassified,road
"((114.6804363, 38.2431918), (114.6822457, 38.2432907))",unclassified,road
"((116.068173, 40.225422), (116.0685808, 40.2246638))",tertiary,road
"((127.0763645, 37.6151326), (127.0765942, 37.6143903))",primary,road
"((131.1811298, 33.9798521), (131.1810941, 33.9795485))",unclassified,road
"((127.0906643, 36.2087748), (127.0909606, 36.2089371))",service,road
"((114.6861917, 34.0025834), (114.6862347, 34.0031171))",tertiary,road
"((118.3223316, 33.8742153), (118.3225246, 33.874296))",service,road
"((115.4324565, 40.9349428), (115.4324235, 40.9348894))",unclassified,road
"((113.3420542, 36.4586745), (113.342439, 36.458585))",unclassified,road
"((128.4950811, 36.3387053), (128.4950606, 36.3386348))",service,road
"((117.8561992, 39.7511919), (117.8547723, 39.7515225))",secondary,road
"((130.5304739, 33.2201223), (130.5300917, 33.2191177))",unclassified,road
"((119.8014801, 36.8871283), (119.8014289, 36.8873783))",tertiary,road
"((114.7143942, 34.9808057), (114.7147295, 34.9807618))",unclassified,road
"((112.7359823, 38.4470816), (112.7359399, 38.4446947))",tertiary,road
"((130.13569, 33.2831244), (130.1351523, 33.2841645))",unclassified,road
"((119.3153561, 42.0130035), (119.3157506, 42.0131186))",unclassified,road
"((121.9909482, 41.2245719), (121.9909736, 41.224468))",tertiary,road
"((117.2803967, 38.3920539), (117.2804703, 38.3912367))",unclassified,road
"((114.2877513, 36.6545281), (114.2880946, 36.6544894))",unclassified,road
"((117.1126592, 41.9496844), (117.1130615, 41.9495807))",unclassified,road
"((127.3307863, 34.542161), (127.3307704, 34.5421158))",service,road
"((118.3285677, 34.1906445), (118.3286284, 34.1906175))",service,road
"((113.0217519, 41.0421373), (113.0200658, 41.041974))",,rail
"((114.4535856, 37.0811431), (114.4535979, 37.0807138))",service,road
"((112.5627838, 37.8003863), (112.5609199, 37.8003694))",service,road
"((123.1242031, 41.683464), (123.1241335, 41.6833934))",unclassified,road
"((133.687482, 33.575495), (133.6867595, 33.5742693))",unclassified,road
"((130.4131534, 33.1614877), (130.4130726, 33.1614633))",service,road
"((118.5109075, 36.7955414), (118.5106609, 36.7944076))",secondary,road
"((128.5486925, 35.9673086), (128.5486657, 35.9678513))",service,road
"((128.9764123, 35.2194173), (128.9758437, 35.2194195))",motorway,road
"((118.3993766, 35.0986719), (118.3996368, 35.0991401))",primary,road
"((130.853406, 33.5736255), (130.8531946, 33.5735628))",tertiary,road
"((116.9889858, 39.4269489), (116.9906391, 39.4267605))",tertiary,road
"((133.5722341, 33.5798138), (133.5723329, 33.5798721))",unclassified,road
"((130.7385642, 33.8351306), (130.7380694, 33.834873))",unclassified,road
"((113.1069398, 36.1603191), (113.1070612, 36.1603079))",tertiary,road
"((115.4714896, 41.3552658), (115.4711927, 41.3549893))",tertiary,road
"((126.8599067, 35.7119031), (126.8598286, 35.7118162))",unclassified,road
"((115.6170179, 36.9176925), (115.6178555, 36.9174951))",tertiary,road
"((116.6163089, 39.8331538), (116.6169535, 39.8330484))",tertiary,road
"((127.1328363, 35.8407941), (127.1324744, 35.8406843))",primary,road
"((119.4048463, 36.8496193), (119.4045566, 36.8473889))",secondary,road
"((121.5620968, 39.0027215), (121.5625811, 39.0018183))",service,road
"((132.7015387, 33.3893342), (132.7014746, 33.3894426))",unclassified,road
"((117.2883308, 34.7899618), (117.2880193, 34.7903936))",service,road
"((115.8189949, 37.8988544), (115.8188286, 37.8982893))",tertiary,road
"((115.9975707, 36.5090787), (115.9954824, 36.5095329))",unclassified,road
"((128.8666853, 37.754575), (128.8668724, 37.7545714))",service,road
"((131.8315841, 33.1761178), (131.8310947, 33.1760185))",tertiary,road
"((116.2464799, 39.9458797), (116.2463241, 39.9436366))",unclassified,road
"((129.1180119, 35.1848531), (129.1180913, 35.1846644))",secondary,road
"((126.74635, 35.7325613), (126.7465773, 35.7326643))",service,road
"((117.8625426, 36.833847), (117.8622148, 36.8338592))",primary,road
"((133.5188516, 33.5554222), (133.5189913, 33.5553693))",unclassified,road
"((116.1700444, 39.7340548), (116.1700291, 39.7341254))",unclassified,road
"((119.6101714, 34.5351597), (119.6098897, 34.5353146))",unclassified,road
"((114.4003035, 34.7361871), (114.4003033, 34.7360969))",tertiary,road
"((118.8839589, 37.2432392), (118.8834734, 37.2488829))",secondary,road
"((133.5558381, 33.5861824), (133.5558852, 33.5862939))",unclassified,road
"((130.6648407, 33.582733), (130.6647224, 33.5827215))",unclassified,road
"((126.1157928, 37.8017629), (126.115656, 37.801748))",tertiary,road
"((125.8467949, 38.9253717), (125.8468052, 38.9252931))",unclassified,road
"((119.4464581, 35.3995681), (119.449024, 35.3996028))",secondary,road
"((127.6670417, 36.4266586), (127.6670682, 36.4269321))",tertiary,road
"((115.2110401, 36.2554151), (115.2110079, 36.2547186))",unclassified,road
"((126.7598125, 37.6872685), (126.75963, 37.6872505))",secondary,road
"((131.6754754, 33.1902196), (131.6754179, 33.1901228))",unclassified,road
"((129.3236183, 36.113171), (129.3244806, 36.1130767))",service,road
"((128.5082733, 38.3560649), (128.5082084, 38.356198))",primary,road
"((116.8897218, 40.6573336), (116.8888721, 40.6577273))",unclassified,road
"((125.1768275, 38.5144684), (125.1778061, 38.5145264))",unclassified,road
"((117.6735791, 36.2213226), (117.6715152, 36.2213859))",secondary,road
"((126.4927102, 36.7639583), (126.4928647, 36.7639627))",tertiary,road
"((125.8137439, 38.9793671), (125.8136432, 38.9793733))",service,road
"((127.2962894, 36.7580945), (127.2964223, 36.7581245))",tertiary,road
"((115.0446359, 37.9144652), (115.0444695, 37.9137564))",unclassified,road
"((115.9523443, 39.3346358), (115.9523442, 39.3345548))",secondary,road
"((117.3704562, 39.0631666), (117.3703053, 39.0632542))",,rail
"((130.511146, 33.2950872), (130.511127, 33.2953989))",secondary,road
"((129.2811889, 35.4176313), (129.2811266, 35.4177257))",service,road
"((131.828218, 34.036926), (131.828069, 34.036402))",unclassified,road
"((115.2519706, 35.7340877), (115.2537396, 35.7345697))",unclassified,road
"((118.7530541, 34.1262498), (118.7545242, 34.1260455))",tertiary,road
"((119.469992, 35.460389), (119.469981, 35.4603177))",secondary,road
"((115.1299667, 34.8458706), (115.1300457, 34.8457544))",secondary,road
"((119.1476039, 34.1502269), (119.1501459, 34.1483481))",tertiary,road
"((130.8063691, 33.8685954), (130.8063818, 33.8686718))",service,road
"((121.724653, 39.1143116), (121.7248744, 39.114228))",,rail
"((126.8888563, 37.4981453), (126.8889983, 37.4981364))",service,road
"((127.0315603, 35.3481695), (127.0327531, 35.3492185))",secondary,road
"((127.0013724, 37.5049108), (127.0014006, 37.5049555))",secondary,road
"((127.7066311, 37.5521566), (127.7067447, 37.5520734))",unclassified,road
"((115.3408442, 38.3045401), (115.3408577, 38.3049779))",unclassified,road
"((126.7109007, 36.6194097), (126.7108362, 36.619359))",primary,road
"((127.0262954, 37.2931867), (127.0265265, 37.2930605))",tertiary,road
"((116.40808, 37.4131108), (116.4080613, 37.4129654))",secondary,road
"((116.6030705, 39.8882785), (116.6028424, 39.8901781))",tertiary,road
"((119.5547005, 34.5469884), (119.5546691, 34.5469568))",unclassified,road
"((133.4897647, 33.549865), (133.4895808, 33.5499596))",unclassified,road
"((117.3049868, 38.3690552), (117.3043656, 38.3742974))",secondary,road
"((120.9561574, 37.1027083), (120.9574557, 37.1025107))",primary,road
"((115.7002945, 37.7370053), (115.7011272, 37.7368063))",service,road
"((113.9701661, 35.1007783), (113.9718163, 35.1005379))",unclassified,road
"((115.7931876, 35.971396), (115.7908731, 35.9714348))",unclassified,road
"((113.9407248, 33.7899451), (113.9447903, 33.7894856))",unclassified,road
"((113.74592, 35.5533328), (113.7459616, 35.5533292))",unclassified,road
"((115.5920855, 38.5070615), (115.5926178, 38.511174))",primary,road
"((120.5651531, 36.7635901), (120.5640426, 36.7634741))",secondary,road
"((115.390386, 39.5554645), (115.3902572, 39.5555017))",service,road
"((127.6397349, 35.2360374), (127.6395813, 35.2361377))",service,road
"((114.537009, 37.8563403), (114.5370197, 37.8556901))",unclassified,road
"((115.4915658, 35.5686961), (115.4916972, 35.5687131))",tertiary,road
"((118.3773383, 35.1281758), (118.3771208, 35.128176))",primary,road
"((115.6767572, 37.6574367), (115.6797078, 37.6567599))",unclassified,road
"((118.1737054, 39.5878307), (118.1740331, 39.5875374))",unclassified,road
"((113.8616881, 34.8088459), (113.8615403, 34.8088467))",service,road
"((113.4581709, 35.2883101), (113.4572229, 35.288211))",unclassified,road
"((116.4748548, 39.9627555), (116.4732108, 39.9638577))",tertiary,road
"((127.0311407, 36.7534218), (127.0311603, 36.753448))",service,road
"((119.5827532, 39.9287797), (119.5829936, 39.9270587))",secondary,road
"((130.657096, 33.216747), (130.6569505, 33.2169712))",unclassified,road
"((113.759549, 35.451316), (113.7600326, 35.4512456))",unclassified,road
"((118.9299202, 34.5699373), (118.9296628, 34.5730794))",secondary,road
"((126.7828317, 38.3399473), (126.7833165, 38.3397185))",tertiary,road
"((118.2264918, 33.9181185), (118.2264017, 33.9177926))",service,road
"((119.0069354, 34.9396462), (119.0088632, 34.9399694))",unclassified,road
"((116.1363164, 37.8612677), (116.1363236, 37.8611567))",secondary,road
"((127.7783105, 35.7380109), (127.7786571, 35.7379976))",service,road
"((130.288135, 33.2575632), (130.2885357, 33.2576425))",unclassified,road
"((115.2885882, 39.0657574), (115.2884364, 39.0657905))",,rail
"((130.9167499, 34.0246461), (130.9166346, 34.0250062))",,rail
"((119.0504469, 36.6706227), (119.0504828, 36.6704936))",tertiary,road
"((117.8284845, 38.9062068), (117.8284569, 38.906148))",tertiary,road
"((127.4410146, 36.3286035), (127.4409651, 36.3287158))",tertiary,road
"((120.8606154, 40.7526293), (120.8619481, 40.7522774))",secondary,road
"((115.9913823, 36.4391447), (115.992681, 36.4391655))",service,road
"((118.0741305, 34.8716734), (118.0740901, 34.8717411))",primary,road
"((115.949306, 34.8457292), (115.9478395, 34.8457247))",unclassified,road
"((118.3081249, 34.3428926), (118.3074094, 34.3376617))",unclassified,road
"((127.1571584, 35.8482573), (127.1568952, 35.84817))",primary,road
"((114.1270182, 38.2144841), (114.1262713, 38.2136545))",unclassified,road
"((128.307195, 36.5251275), (128.3063478, 36.5243913))",service,road
"((128.684837, 34.9049415), (128.6847917, 34.9049529))",tertiary,road
"((129.3222575, 35.5079811), (129.3220376, 35.5078978))",secondary,road
"((115.531045, 36.8066841), (115.532138, 36.8099182))",unclassified,road
"((117.0875453, 36.1472472), (117.0873247, 36.1469919))",primary,road
"((129.1178283, 35.5458316), (129.1180892, 35.5457369))",service,road
"((126.7916871, 35.0749705), (126.791699, 35.0750054))",service,road
"((122.3530931, 39.155214), (122.3533796, 39.1558773))",unclassified,road
"((130.718, 33.262343), (130.717911, 33.262235))",unclassified,road
"((127.8208718, 35.8856622), (127.8203129, 35.8863603))",primary,road
"((126.9897403, 37.7927707), (126.9888484, 37.7923903))",unclassified,road
"((126.9224655, 35.8575858), (126.9212642, 35.8587841))",secondary,road
"((117.6768909, 39.031976), (117.680116, 39.0314538))",secondary,road
"((128.2459389, 37.1339918), (128.2462946, 37.1341139))",secondary,road
"((126.9330175, 35.1685917), (126.9330327, 35.1686384))",service,road
"((114.7534813, 35.1810609), (114.7560731, 35.1803416))",secondary,road
"((126.6377682, 37.3762168), (126.637883, 37.3761431))",secondary,road
"((126.7376016, 35.9778692), (126.7376008, 35.9781268))",tertiary,road
"((119.0272295, 34.7791648), (119.0286632, 34.7790889))",unclassified,road
"((114.4794086, 38.4873343), (114.4782767, 38.4872745))",unclassified,road
"((113.3937255, 36.5178829), (113.393959, 36.5180008))",secondary,road
"((114.742168, 37.1584631), (114.741962, 37.1571443))",unclassified,road
"((112.8038498, 37.7440531), (112.8040858, 37.7440616))",unclassified,road
"((130.7348668, 33.8289003), (130.7348362, 33.8289517))",unclassified,road
"((131.0178334, 32.8456019), (131.0176221, 32.8456302))",tertiary,road
"((122.7592725, 44.0191523), (122.760002, 44.0192236))",unclassified,road
"((131.1282564, 32.9126044), (131.1288703, 32.912801))",unclassified,road
"((115.0789635, 38.6077895), (115.0795689, 38.6077557))",unclassified,road
"((132.8828737, 33.0152144), (132.8828397, 33.0152382))",unclassified,road
"((126.8461837, 37.5527486), (126.8463485, 37.5524044))",service,road
"((126.9280392, 37.3308252), (126.9279603, 37.3306549))",service,road
"((116.0607243, 35.0689284), (116.0607101, 35.0687662))",unclassified,road
"((117.0160004, 39.9247382), (117.0160797, 39.9242701))",tertiary,road
"((126.4915902, 35.1337207), (126.491519, 35.134082))",primary,road
"((130.101077, 33.509815), (130.1011223, 33.5097932))",unclassified,road
"((115.1879167, 36.0752653), (115.1881495, 36.0758744))",unclassified,road
"((126.8424683, 37.5298853), (126.8424986, 37.5294315))",service,road
"((114.5680622, 42.0688478), (114.5679755, 42.0685385))",secondary,road
"((120.9063593, 36.7096288), (120.9061019, 36.7062997))",tertiary,road
"((131.4131779, 34.0832411), (131.4131295, 34.0830612))",unclassified,road
"((120.1434742, 37.3093003), (120.143416, 37.3080909))",primary,road
"((127.8904004, 35.4140185), (127.8909242, 35.413793))",primary,road
"((117.3571776, 39.1617291), (117.3572427, 39.1612276))",secondary,road
"((132.4924686, 33.6181419), (132.4911807, 33.6173343))",unclassified,road
"((128.7951912, 35.1837077), (128.7958123, 35.1839119))",service,road
"((118.7026716, 39.728952), (118.7026831, 39.7288554))",tertiary,road
"((116.3084366, 35.0916049), (116.3065631, 35.0915728))",primary,road
"((116.6598945, 39.7747093), (116.6599481, 39.7744367))",unclassified,road
"((125.5036444, 37.8945579), (125.5042826, 37.894747))",unclassified,road
"((119.3703522, 34.7551842), (119.3705659, 34.7542844))",primary,road
"((112.5590502, 37.9270898), (112.5590971, 37.9266402))",,rail
"((128.4608985, 36.9875579), (128.4610136, 36.9876159))",service,road
"((116.1391084, 38.1352923), (116.1391031, 38.1352267))",unclassified,road
"((127.9581043, 35.6580873), (127.9578294, 35.6581789))",service,road
